Collection State Code,Year,Month,Day,Collection Site Code,Commodity Code,Analyzing Lab Code,Source ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
CA,02,06,12,0363,AJ,OH1,,AJ,157,Thiabendazole,B,0.25,0.03,M,D,,,M,O,15,16,10.0
CA,02,06,12,0410,AJ,OH1,,AJ,157,Thiabendazole,B,0.16,0.03,M,D,,,M,O,15,16,10.0
CA,02,06,12,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0112,AJ,OH1,,AJ,157,Thiabendazole,B,0.11,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0151,AJ,OH1,,AJ,157,Thiabendazole,B,0.21,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0273,AJ,OH1,,AJ,157,Thiabendazole,B,0.48,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0363,AJ,OH1,,AJ,157,Thiabendazole,B,0.27,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0407,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0409,AJ,OH1,,AJ,157,Thiabendazole,B,0.25,0.03,M,D,,,M,O,15,16,10.0
CA,02,07,10,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.16,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0112,AJ,OH1,,AJ,157,Thiabendazole,B,0.41,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0150,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0152,AJ,OH1,,AJ,157,Thiabendazole,B,0.3,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0273,AJ,OH1,,AJ,157,Thiabendazole,B,0.34,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0300,AJ,OH1,,AJ,157,Thiabendazole,B,0.27,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0363,AJ,OH1,,AJ,157,Thiabendazole,B,0.27,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0407,AJ,OH1,,AJ,157,Thiabendazole,B,0.25,0.03,M,D,,,M,O,15,16,10.0
CA,02,08,14,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.29,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.17,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0112,AJ,OH1,,AJ,157,Thiabendazole,B,0.23,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0151,AJ,OH1,,AJ,157,Thiabendazole,B,0.29,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0300,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0329,AJ,OH1,,AJ,157,Thiabendazole,B,0.2,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0357,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
CA,02,09,11,0363,AJ,OH1,,AJ,157,Thiabendazole,B,0.2,0.03,M,D,,,M,O,15,16,10.0
CA,02,09,11,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.23,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0112,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
CA,02,10,23,0151,AJ,OH1,,AJ,157,Thiabendazole,B,0.21,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0318,AJ,OH1,,AJ,157,Thiabendazole,B,0.16,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0358,AJ,OH1,,AJ,157,Thiabendazole,B,0.13,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0363,AJ,OH1,,AJ,157,Thiabendazole,B,0.3,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0412,AJ,OH1,,AJ,157,Thiabendazole,B,0.14,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,23,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.22,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,24,0273,AJ,OH1,,AJ,157,Thiabendazole,B,0.23,0.03,M,D,,,M,O,15,16,10.0
CA,02,10,24,0319,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
CA,02,11,20,0112,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
CA,02,11,20,0150,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
CA,02,11,20,0151,AJ,OH1,,AJ,157,Thiabendazole,B,0.23,0.03,M,D,,,M,O,15,16,10.0
CA,02,11,20,0363,AJ,OH1,,AJ,157,Thiabendazole,B,0.45,0.03,M,D,,,M,O,15,16,10.0
CA,02,11,20,0407,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
CA,02,11,20,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
CA,02,11,21,0412,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
CA,02,12,18,0152,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
CA,02,12,18,0412,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
CA,02,12,18,0450,AJ,OH1,,AJ,157,Thiabendazole,B,0.13,0.03,M,D,,,M,O,15,16,10.0
CA,02,12,19,0112,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
CO,02,03,02,0011,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
CO,02,04,01,0008,AJ,OH1,,AJ,157,Thiabendazole,B,0.14,0.03,M,D,,,M,O,15,16,10.0
CO,02,04,01,0009,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
CO,02,05,06,0011,AJ,OH1,,AJ,157,Thiabendazole,B,0.27,0.03,M,D,,,M,O,15,16,10.0
CO,02,07,01,0011,AJ,OH1,,AJ,157,Thiabendazole,B,0.43,0.03,M,D,,,M,O,15,16,10.0
CO,02,08,05,0008,AJ,OH1,,AJ,157,Thiabendazole,B,0.13,0.03,M,D,,,M,O,15,16,10.0
CO,02,09,03,0007,AJ,OH1,,AJ,157,Thiabendazole,B,0.13,0.03,M,D,,,M,O,15,16,10.0
CO,02,10,07,0007,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
FL,02,03,11,0009,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
FL,02,03,11,0032,AJ,OH1,,AJ,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,M,O,15,7,25.0
FL,02,04,08,0023,AJ,OH1,,AJ,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,M,O,15,7,25.0
FL,02,05,13,0048,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
FL,02,05,13,0051,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
FL,02,06,10,0002,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
FL,02,06,10,0007,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
FL,02,07,08,0038,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
FL,02,08,12,0009,AJ,OH1,,AJ,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,M,O,15,7,25.0
FL,02,08,12,0048,AJ,OH1,,AJ,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,M,O,15,7,25.0
FL,02,09,09,0004,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
FL,02,09,09,0048,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
FL,02,10,14,0048,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
FL,02,11,12,0049,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
MD,02,02,19,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
MD,02,02,19,0005,AJ,OH1,,AJ,024,Diazinon,C,0.018,0.011,M,D,M,Q,M,O,15,2,0.5
MD,02,03,13,0001,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
MD,02,04,10,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
MD,02,05,15,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
MD,02,07,10,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.56,0.03,M,D,,,M,O,15,16,10.0
MD,02,07,10,0039,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
MD,02,08,14,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.14,0.03,M,D,,,M,O,15,16,10.0
MD,02,10,23,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.24,0.03,M,D,,,M,O,15,16,10.0
MD,02,11,20,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
MD,02,12,18,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
MI,02,01,14,0001,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.034,0.01,M,M,,,M,O,15,7,10
MI,02,01,14,0005,AJ,OH1,,AJ,070,Piperonyl butoxide,I,0.078,0.014,M,M,,,M,O,15,7,8.0
MI,02,04,15,0053,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
MI,02,07,08,0056,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
MI,02,07,08,0084,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
MI,02,08,12,0008,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
MI,02,08,12,0021,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.05,0.01,M,MO,,,M,O,15,7,10
MI,02,08,12,0084,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
MI,02,09,09,0053,AJ,OH1,,AJ,157,Thiabendazole,B,0.17,0.03,M,D,,,M,O,15,16,10.0
MI,02,09,09,0055,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
MI,02,09,09,0084,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
MI,02,10,14,0008,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
MI,02,10,14,0021,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
MI,02,10,14,0056,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
MI,02,11,12,0027,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
NY,02,02,13,0261,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
NY,02,03,12,0261,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
NY,02,04,09,0015,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
NY,02,05,14,0220,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
NY,02,06,11,0201,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
NY,02,07,09,0127,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
NY,02,08,13,0005,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
NY,02,11,13,0075,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
OH,02,01,07,0218,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,M,,Q,M,O,15,7,10
OH,02,01,07,0309,AJ,OH1,,AJ,157,Thiabendazole,B,0.27,0.03,M,D,,,M,O,15,16,10.0
OH,02,03,04,0129,AJ,OH1,,AJ,157,Thiabendazole,B,0.18,0.03,M,D,,,M,O,15,16,10.0
OH,02,08,05,0423,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
OH,02,09,03,0000,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
OH,02,09,03,0308,AJ,OH1,,AJ,157,Thiabendazole,B,0.13,0.03,M,D,,,M,O,15,16,10.0
OH,02,10,07,0309,AJ,OH1,,AJ,157,Thiabendazole,B,0.14,0.03,M,D,,,M,O,15,16,10.0
TX,02,01,07,0040,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,02,04,0040,AJ,OH1,,AJ,157,Thiabendazole,B,0.22,0.03,M,D,,,M,O,15,16,10.0
TX,02,02,04,0107,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
TX,02,02,04,0201,AJ,OH1,,AJ,157,Thiabendazole,B,0.18,0.03,M,D,,,M,O,15,16,10.0
TX,02,03,05,0213,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
TX,02,04,01,0103,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
TX,02,04,01,0107,AJ,OH1,,AJ,157,Thiabendazole,B,0.38,0.03,M,D,,,M,O,15,16,10.0
TX,02,05,06,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
TX,02,05,06,0201,AJ,OH1,,AJ,157,Thiabendazole,B,0.21,0.03,M,D,,,M,O,15,16,10.0
TX,02,06,03,0020,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,06,03,0103,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
TX,02,06,03,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.14,0.03,M,D,,,M,O,15,16,10.0
TX,02,06,04,0409,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,07,01,0103,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
TX,02,07,01,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.29,0.03,M,D,,,M,O,15,16,10.0
TX,02,07,01,0419,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,07,05,0020,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,08,05,0103,AJ,OH1,,AJ,157,Thiabendazole,B,0.3,0.03,M,D,,,M,O,15,16,10.0
TX,02,08,05,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.21,0.03,M,D,,,M,O,15,16,10.0
TX,02,08,05,0409,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,08,05,0419,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,09,03,0040,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
TX,02,09,03,0103,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
TX,02,09,03,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.18,0.03,M,D,,,M,O,15,16,10.0
TX,02,09,03,0406,AJ,OH1,,AJ,157,Thiabendazole,B,0.17,0.03,M,D,,,M,O,15,16,10.0
TX,02,09,03,0419,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
TX,02,10,07,0103,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
TX,02,10,07,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
TX,02,10,08,0409,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
TX,02,11,04,0103,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
TX,02,11,04,0211,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
TX,02,11,04,0409,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
TX,02,12,02,0103,AJ,OH1,,AJ,157,Thiabendazole,B,0.16,0.03,M,D,,,M,O,15,16,10.0
TX,02,12,02,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.28,0.03,M,D,,,M,O,15,16,10.0
WA,02,01,07,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.24,0.03,M,D,,,M,O,15,16,10.0
WA,02,01,07,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.2,0.03,M,D,,,M,O,15,16,10.0
WA,02,01,07,0008,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.043,0.01,M,M,,,M,O,15,7,10
WA,02,01,07,0019,AJ,OH1,,AJ,157,Thiabendazole,B,0.05,0.03,M,D,,Q,M,O,15,16,10.0
WA,02,02,04,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.16,0.03,M,D,,,M,O,15,16,10.0
WA,02,02,04,0010,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.057,0.01,M,MO,,,M,O,15,7,10
WA,02,02,04,0023,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WA,02,03,04,0001,AJ,OH1,,AJ,050,Lindane (BHC gamma),A,0.003,0.002,M,D,,Q,M,A,15,5,1
WA,02,03,04,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
WA,02,03,04,0011,AJ,OH1,,AJ,157,Thiabendazole,B,0.16,0.03,M,D,,,M,O,15,16,10.0
WA,02,04,01,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.24,0.03,M,D,,,M,O,15,16,10.0
WA,02,04,01,0008,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.064,0.01,M,MO,,,M,O,15,7,10
WA,02,04,01,0010,AJ,OH1,,AJ,157,Thiabendazole,B,0.34,0.03,M,D,,,M,O,15,16,10.0
WA,02,05,06,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
WA,02,05,06,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.27,0.03,M,D,,,M,O,15,16,10.0
WA,02,05,06,0019,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
WA,02,06,03,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.24,0.03,M,D,,,M,O,15,16,10.0
WA,02,06,03,0023,AJ,OH1,,AJ,157,Thiabendazole,B,0.23,0.03,M,D,,,M,O,15,16,10.0
WA,02,07,01,0001,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.038,0.01,M,MO,,,M,O,15,7,10
WA,02,07,01,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.24,0.03,M,D,,,M,O,15,16,10.0
WA,02,07,01,0023,AJ,OH1,,AJ,157,Thiabendazole,B,0.57,0.03,M,D,,,M,O,15,16,10.0
WA,02,08,05,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
WA,02,08,05,0010,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
WA,02,08,05,0023,AJ,OH1,,AJ,157,Thiabendazole,B,0.24,0.03,M,D,,,M,O,15,16,10.0
WA,02,09,03,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.19,0.03,M,D,,,M,O,15,16,10.0
WA,02,09,03,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.28,0.03,M,D,,,M,O,15,16,10.0
WA,02,09,03,0011,AJ,OH1,,AJ,157,Thiabendazole,B,0.21,0.03,M,D,,,M,O,15,16,10.0
WA,02,10,07,0001,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
WA,02,10,07,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.26,0.03,M,D,,,M,O,15,16,10.0
WA,02,10,07,0023,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
WA,02,11,04,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.36,0.03,M,D,,,M,O,15,16,10.0
WA,02,11,04,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.15,0.03,M,D,,,M,O,15,16,10.0
WA,02,11,04,0010,AJ,OH1,,AJ,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,M,O,15,7,10
WA,02,11,04,0020,AJ,OH1,,AJ,157,Thiabendazole,B,0.17,0.03,M,D,,,M,O,15,16,10.0
WA,02,12,02,0001,AJ,OH1,,AJ,157,Thiabendazole,B,0.38,0.03,M,D,,,M,O,15,16,10.0
WA,02,12,02,0004,AJ,OH1,,AJ,157,Thiabendazole,B,0.3,0.03,M,D,,,M,O,15,16,10.0
WA,02,12,02,0010,AJ,OH1,,AJ,157,Thiabendazole,B,0.14,0.03,M,D,,,M,O,15,16,10.0
WA,02,12,02,0023,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,02,04,0115,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,03,04,0115,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,04,01,0105,AJ,OH1,,AJ,157,Thiabendazole,B,0.12,0.03,M,D,,,M,O,15,16,10.0
WI,02,04,01,0115,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,05,06,0115,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,05,06,0122,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,06,03,0115,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,06,03,0122,AJ,OH1,,AJ,102,Carbaryl,E,0.017,0.01,M,P,,Q,H,O,15,12,10
WI,02,11,04,0108,AJ,OH1,,AJ,157,Thiabendazole,B,0.3,0.03,M,D,,,M,O,15,16,10.0
CA,02,01,29,0010,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.88,0.025,M,MO,,,H,O,553,7,10
CA,02,01,29,0252,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.086,0.025,M,MO,,,H,O,553,7,10
CA,02,01,30,0017,AP,WA1,,AP,157,Thiabendazole,B,2.8,0.03,M,M,,,M,O,550,15,10.0
CA,02,01,30,0128,AP,WA1,,AP,157,Thiabendazole,B,0.11,0.03,M,M,,,M,O,550,15,10.0
CA,02,01,30,0130,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,01,30,0162,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.4,0.025,M,MO,,,H,O,553,7,10
CA,02,01,30,0215,AP,WA1,,AP,157,Thiabendazole,B,4.5,0.03,M,M,,,M,O,550,15,10.0
CA,02,01,30,0223,AP,WA1,,AP,157,Thiabendazole,B,3.2,0.03,M,M,,,M,O,550,15,10.0
CA,02,01,30,0230,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.54,0.025,M,MO,,,H,O,553,7,10
CA,02,01,30,0274,AP,WA1,,AP,157,Thiabendazole,B,0.05,0.03,M,M,,Q,,O,550,15,10.0
CA,02,01,30,0276,AP,WA1,,AP,165,Phosmet,C,0.06,0.013,M,D,M,,M,O,550,2,10.0
CA,02,01,30,0399,AP,WA1,,AP,157,Thiabendazole,B,0.12,0.03,M,M,,,M,O,550,15,10.0
CA,02,02,06,0068,AP,WA1,,AP,157,Thiabendazole,B,1.0,0.03,M,M,,,M,O,550,15,10.0
CA,02,02,06,0122,AP,WA1,,AP,042,Azinphos methyl,C,0.048,0.011,M,D,,,M,O,550,2,1.5
CA,02,02,06,0128,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.54,0.025,M,MO,,,H,O,553,7,10
CA,02,02,06,0130,AP,WA1,,AP,157,Thiabendazole,B,0.48,0.03,M,M,,,M,O,550,15,10.0
CA,02,02,06,0136,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.72,0.025,M,MO,,,H,O,553,7,10
CA,02,02,06,0216,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,02,06,0223,AP,WA1,,AP,157,Thiabendazole,B,2.8,0.03,M,M,,,M,O,550,15,10.0
CA,02,02,06,0225,AP,WA1,,AP,157,Thiabendazole,B,1.5,0.03,M,M,,,M,O,550,15,10.0
CA,02,02,06,0230,AP,WA1,,AP,157,Thiabendazole,B,0.35,0.03,M,M,,,M,O,550,15,10.0
CA,02,02,06,0252,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.9,0.025,M,MO,,,H,O,553,7,10
CA,02,03,25,0038,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.81,0.025,M,MO,,,H,O,553,7,10
CA,02,03,25,0077,AP,WA1,,AP,157,Thiabendazole,B,0.49,0.03,M,M,,,M,O,550,15,10.0
CA,02,03,25,0094,AP,WA1,,AP,157,Thiabendazole,B,0.4,0.03,M,M,,,M,O,550,15,10.0
